country,date,cases,deaths,recovered
China,1/22/2020,547,17,28
Japan,1/22/2020,2,0,0
Thailand,1/22/2020,2,0,0
Macao,1/22/2020,1,0,0
RepublicofKorea,1/22/2020,1,0,0
Taiwan,1/22/2020,1,0,0
US,1/22/2020,1,0,0
China,1/23/2020,639,18,30
Thailand,1/23/2020,3,0,0
HongKong,1/23/2020,2,0,0
Japan,1/23/2020,2,0,0
Macao,1/23/2020,2,0,0
Vietnam,1/23/2020,2,0,0
RepublicofKorea,1/23/2020,1,0,0
Singapore,1/23/2020,1,0,0
Taiwan,1/23/2020,1,0,0
US,1/23/2020,1,0,0
China,1/24/2020,916,26,36
Thailand,1/24/2020,5,0,0
Singapore,1/24/2020,3,0,0
Taiwan,1/24/2020,3,0,0
France,1/24/2020,2,0,0
HongKong,1/24/2020,2,0,0
Japan,1/24/2020,2,0,0
Macao,1/24/2020,2,0,0
RepublicofKorea,1/24/2020,2,0,0
US,1/24/2020,2,0,0
Vietnam,1/24/2020,2,0,0
China,1/25/2020,1399,42,39
Thailand,1/25/2020,7,0,0
HongKong,1/25/2020,5,0,0
France,1/25/2020,3,0,0
Malaysia,1/25/2020,3,0,0
Singapore,1/25/2020,3,0,0
Taiwan,1/25/2020,3,0,0
Japan,1/25/2020,2,0,0
Macao,1/25/2020,2,0,0
RepublicofKorea,1/25/2020,2,0,0
US,1/25/2020,2,0,0
Vietnam,1/25/2020,2,0,0
Nepal,1/25/2020,1,0,0
China,1/26/2020,2062,56,49
HongKong,1/26/2020,8,0,0
Thailand,1/26/2020,8,0,2
Macao,1/26/2020,5,0,0
US,1/26/2020,5,0,0
Australia,1/26/2020,4,0,0
Japan,1/26/2020,4,0,1
Malaysia,1/26/2020,4,0,0
Singapore,1/26/2020,4,0,0
Taiwan,1/26/2020,4,0,0
France,1/26/2020,3,0,0
RepublicofKorea,1/26/2020,3,0,0
Vietnam,1/26/2020,2,0,0
Canada,1/26/2020,1,0,0
Nepal,1/26/2020,1,0,0
China,1/27/2020,2863,82,58
HongKong,1/27/2020,8,0,0
Thailand,1/27/2020,8,0,2
Macao,1/27/2020,6,0,0
Australia,1/27/2020,5,0,0
Singapore,1/27/2020,5,0,0
Taiwan,1/27/2020,5,0,0
US,1/27/2020,5,0,0
Japan,1/27/2020,4,0,1
Malaysia,1/27/2020,4,0,0
RepublicofKorea,1/27/2020,4,0,0
France,1/27/2020,3,0,0
Vietnam,1/27/2020,2,0,0
Cambodia,1/27/2020,1,0,0
Canada,1/27/2020,1,0,0
Germany,1/27/2020,1,0,0
Nepal,1/27/2020,1,0,0
SriLanka,1/27/2020,1,0,0
China,1/28/2020,5494,131,101
Thailand,1/28/2020,14,0,5
HongKong,1/28/2020,8,0,0
Taiwan,1/28/2020,8,0,0
Japan,1/28/2020,7,0,1
Macao,1/28/2020,7,0,0
Singapore,1/28/2020,7,0,0
Australia,1/28/2020,5,0,0
US,1/28/2020,5,0,0
France,1/28/2020,4,0,0
Germany,1/28/2020,4,0,0
Malaysia,1/28/2020,4,0,0
RepublicofKorea,1/28/2020,4,0,0
Canada,1/28/2020,2,0,0
Vietnam,1/28/2020,2,0,0
Cambodia,1/28/2020,1,0,0
Nepal,1/28/2020,1,0,0
SriLanka,1/28/2020,1,0,0
China,1/29/2020,6070,133,120
Thailand,1/29/2020,14,0,5
HongKong,1/29/2020,10,0,0
Taiwan,1/29/2020,8,0,0
Japan,1/29/2020,7,0,1
Macao,1/29/2020,7,0,0
Malaysia,1/29/2020,7,0,0
Singapore,1/29/2020,7,0,0
Australia,1/29/2020,6,0,0
France,1/29/2020,5,0,0
US,1/29/2020,5,0,0
Germany,1/29/2020,4,0,0
RepublicofKorea,1/29/2020,4,0,0
UnitedArabEmirates,1/29/2020,4,0,0
Canada,1/29/2020,2,0,0
Vietnam,1/29/2020,2,0,0
Cambodia,1/29/2020,1,0,0
Finland,1/29/2020,1,0,0
Nepal,1/29/2020,1,0,0
SriLanka,1/29/2020,1,0,0
China,1/30/2020,8124,171,135
Thailand,1/30/2020,14,0,5
Japan,1/30/2020,11,0,1
HongKong,1/30/2020,10,0,0
Singapore,1/30/2020,10,0,0
Australia,1/30/2020,9,0,2
Taiwan,1/30/2020,9,0,0
Malaysia,1/30/2020,8,0,0
Macao,1/30/2020,7,0,0
France,1/30/2020,5,0,0
US,1/30/2020,5,0,0
Germany,1/30/2020,4,0,0
RepublicofKorea,1/30/2020,4,0,0
UnitedArabEmirates,1/30/2020,4,0,0
Canada,1/30/2020,2,0,0
Vietnam,1/30/2020,2,0,0
Cambodia,1/30/2020,1,0,0
Finland,1/30/2020,1,0,0
India,1/30/2020,1,0,0
Nepal,1/30/2020,1,0,0
Philippines,1/30/2020,1,0,0
SriLanka,1/30/2020,1,0,0
China,1/31/2020,9783,213,214
Thailand,1/31/2020,19,0,5
Japan,1/31/2020,15,0,1
Singapore,1/31/2020,13,0,0
HongKong,1/31/2020,12,0,0
RepublicofKorea,1/31/2020,11,0,0
Taiwan,1/31/2020,10,0,0
Australia,1/31/2020,9,0,2
Malaysia,1/31/2020,8,0,0
Macao,1/31/2020,7,0,0
US,1/31/2020,7,0,0
France,1/31/2020,5,0,0
Germany,1/31/2020,5,0,0
Canada,1/31/2020,4,0,0
UnitedArabEmirates,1/31/2020,4,0,0
Italy,1/31/2020,2,0,0
Russia,1/31/2020,2,0,0
UnitedKingdom,1/31/2020,2,0,0
Vietnam,1/31/2020,2,0,0
Cambodia,1/31/2020,1,0,0
Finland,1/31/2020,1,0,0
India,1/31/2020,1,0,0
Nepal,1/31/2020,1,0,0
Philippines,1/31/2020,1,0,0
SriLanka,1/31/2020,1,0,0
China,02/01/2020,11871,259,275
Japan,02/01/2020,20,0,1
Thailand,02/01/2020,19,0,5
Singapore,02/01/2020,16,0,0
HongKong,02/01/2020,13,0,0
Australia,02/01/2020,12,0,2
RepublicofKorea,02/01/2020,12,0,0
Taiwan,02/01/2020,10,0,0
Germany,02/01/2020,8,0,0
Malaysia,02/01/2020,8,0,0
US,02/01/2020,8,0,0
Macao,02/01/2020,7,0,0
France,02/01/2020,6,0,0
Vietnam,02/01/2020,6,0,1
Canada,02/01/2020,4,0,0
UnitedArabEmirates,02/01/2020,4,0,0
Italy,02/01/2020,2,0,0
Russia,02/01/2020,2,0,0
UnitedKingdom,02/01/2020,2,0,0
Cambodia,02/01/2020,1,0,0
Finland,02/01/2020,1,0,0
India,02/01/2020,1,0,0
Nepal,02/01/2020,1,0,0
Philippines,02/01/2020,1,0,0
Spain,02/01/2020,1,0,0
SriLanka,02/01/2020,1,0,0
Sweden,02/01/2020,1,0,0
China,02/02/2020,16607,361,463
Japan,02/02/2020,20,0,1
Thailand,02/02/2020,19,0,5
Singapore,02/02/2020,18,0,0
HongKong,02/02/2020,15,0,0
RepublicofKorea,02/02/2020,15,0,0
Australia,02/02/2020,12,0,2
Germany,02/02/2020,10,0,0
Taiwan,02/02/2020,10,0,0
Macao,02/02/2020,8,0,0
Malaysia,02/02/2020,8,0,0
US,02/02/2020,8,0,0
France,02/02/2020,6,0,0
Vietnam,02/02/2020,6,0,1
UnitedArabEmirates,02/02/2020,5,0,0
Canada,02/02/2020,4,0,0
India,02/02/2020,2,0,0
Italy,02/02/2020,2,0,0
Philippines,02/02/2020,2,1,0
Russia,02/02/2020,2,0,0
UnitedKingdom,02/02/2020,2,0,0
Cambodia,02/02/2020,1,0,0
Finland,02/02/2020,1,0,0
Nepal,02/02/2020,1,0,0
Spain,02/02/2020,1,0,0
SriLanka,02/02/2020,1,0,0
Sweden,02/02/2020,1,0,0
China,02/03/2020,19693,425,614
Japan,02/03/2020,20,0,1
Thailand,02/03/2020,19,0,5
Singapore,02/03/2020,18,0,0
HongKong,02/03/2020,15,0,0
RepublicofKorea,02/03/2020,15,0,0
Australia,02/03/2020,12,0,2
Germany,02/03/2020,12,0,0
US,02/03/2020,11,0,0
Taiwan,02/03/2020,10,0,0
Macao,02/03/2020,8,0,0
Malaysia,02/03/2020,8,0,0
UnitedKingdom,02/03/2020,8,0,0
Vietnam,02/03/2020,8,0,1
France,02/03/2020,6,0,0
UnitedArabEmirates,02/03/2020,5,0,0
Canada,02/03/2020,4,0,0
India,02/03/2020,3,0,0
Italy,02/03/2020,2,0,0
Philippines,02/03/2020,2,1,0
Russia,02/03/2020,2,0,0
Cambodia,02/03/2020,1,0,0
Finland,02/03/2020,1,0,0
Nepal,02/03/2020,1,0,0
Spain,02/03/2020,1,0,0
SriLanka,02/03/2020,1,0,0
Sweden,02/03/2020,1,0,0
China,02/04/2020,23680,490,843
Thailand,02/04/2020,25,0,5
Singapore,02/04/2020,24,0,0
Japan,02/04/2020,22,0,1
HongKong,02/04/2020,17,1,0
RepublicofKorea,02/04/2020,16,0,0
Australia,02/04/2020,13,0,2
Germany,02/04/2020,12,0,0
Taiwan,02/04/2020,11,0,0
US,02/04/2020,11,0,0
Macao,02/04/2020,10,0,0
Malaysia,02/04/2020,10,0,0
UnitedKingdom,02/04/2020,8,0,0
Vietnam,02/04/2020,8,0,1
France,02/04/2020,6,0,0
UnitedArabEmirates,02/04/2020,5,0,0
Canada,02/04/2020,4,0,0
India,02/04/2020,3,0,0
Italy,02/04/2020,2,0,0
Philippines,02/04/2020,2,1,0
Russia,02/04/2020,2,0,0
Belgium,02/04/2020,1,0,0
Cambodia,02/04/2020,1,0,0
Finland,02/04/2020,1,0,0
Nepal,02/04/2020,1,0,0
Spain,02/04/2020,1,0,0
SriLanka,02/04/2020,1,0,0
Sweden,02/04/2020,1,0,0
China,02/05/2020,27409,562,1115
Singapore,02/05/2020,28,0,0
Thailand,02/05/2020,25,0,5
Japan,02/05/2020,23,0,1
HongKong,02/05/2020,21,1,0
RepublicofKorea,02/05/2020,19,0,0
Australia,02/05/2020,13,0,2
Germany,02/05/2020,12,0,0
Malaysia,02/05/2020,12,0,0
Taiwan,02/05/2020,11,0,0
US,02/05/2020,11,0,0
Macao,02/05/2020,10,0,0
UnitedKingdom,02/05/2020,9,0,0
Vietnam,02/05/2020,8,0,1
France,02/05/2020,6,0,0
Canada,02/05/2020,5,0,0
UnitedArabEmirates,02/05/2020,5,0,0
India,02/05/2020,3,0,0
Italy,02/05/2020,2,0,0
Philippines,02/05/2020,2,1,0
Russia,02/05/2020,2,0,0
Belgium,02/05/2020,1,0,0
Cambodia,02/05/2020,1,0,0
Finland,02/05/2020,1,0,0
Nepal,02/05/2020,1,0,0
Spain,02/05/2020,1,0,0
SriLanka,02/05/2020,1,0,0
Sweden,02/05/2020,1,0,0
China,02/06/2020,30553,632,1476
Singapore,02/06/2020,28,0,0
Thailand,02/06/2020,25,0,5
HongKong,02/06/2020,24,1,0
Japan,02/06/2020,23,0,1
RepublicofKorea,02/06/2020,23,0,0
Taiwan,02/06/2020,16,0,1
Australia,02/06/2020,14,0,2
Germany,02/06/2020,12,0,0
Malaysia,02/06/2020,12,0,0
US,02/06/2020,11,0,0
Macao,02/06/2020,10,0,1
Vietnam,02/06/2020,10,0,1
UnitedKingdom,02/06/2020,9,0,0
France,02/06/2020,6,0,0
Canada,02/06/2020,5,0,0
UnitedArabEmirates,02/06/2020,5,0,0
India,02/06/2020,3,0,0
Italy,02/06/2020,2,0,0
Philippines,02/06/2020,2,1,0
Russia,02/06/2020,2,0,0
Belgium,02/06/2020,1,0,0
Cambodia,02/06/2020,1,0,0
Finland,02/06/2020,1,0,0
Nepal,02/06/2020,1,0,0
Spain,02/06/2020,1,0,0
SriLanka,02/06/2020,1,0,0
Sweden,02/06/2020,1,0,0
China,02/07/2020,34075,717,1998
Singapore,02/07/2020,30,0,0
HongKong,02/07/2020,25,1,0
Thailand,02/07/2020,25,0,5
RepublicofKorea,02/07/2020,24,0,1
Japan,02/07/2020,23,0,1
Taiwan,02/07/2020,16,0,1
Australia,02/07/2020,15,0,2
Germany,02/07/2020,13,0,0
Malaysia,02/07/2020,12,0,1
US,02/07/2020,11,0,0
Macao,02/07/2020,10,0,1
Vietnam,02/07/2020,10,0,1
UnitedKingdom,02/07/2020,9,0,0
Canada,02/07/2020,7,0,0
France,02/07/2020,6,0,0
UnitedArabEmirates,02/07/2020,5,0,0
India,02/07/2020,3,0,0
Italy,02/07/2020,3,0,0
Philippines,02/07/2020,3,1,0
Russia,02/07/2020,2,0,0
Belgium,02/07/2020,1,0,0
Cambodia,02/07/2020,1,0,0
Finland,02/07/2020,1,0,0
Nepal,02/07/2020,1,0,0
Spain,02/07/2020,1,0,0
SriLanka,02/07/2020,1,0,0
Sweden,02/07/2020,1,0,0
China,02/08/2020,36778,804,2595
Singapore,02/08/2020,33,0,2
Thailand,02/08/2020,32,0,10
HongKong,02/08/2020,26,1,0
Japan,02/08/2020,24,0,1
RepublicofKorea,02/08/2020,24,0,1
Taiwan,02/08/2020,17,0,1
Malaysia,02/08/2020,16,0,1
Australia,02/08/2020,15,0,2
Germany,02/08/2020,13,0,0
UnitedKingdom,02/08/2020,13,0,0
Vietnam,02/08/2020,13,0,1
France,02/08/2020,11,0,0
US,02/08/2020,11,0,0
Macao,02/08/2020,10,0,1
Canada,02/08/2020,7,0,0
UnitedArabEmirates,02/08/2020,7,0,0
India,02/08/2020,3,0,0
Italy,02/08/2020,3,0,0
Philippines,02/08/2020,3,1,0
Russia,02/08/2020,2,0,0
Belgium,02/08/2020,1,0,0
Cambodia,02/08/2020,1,0,0
Finland,02/08/2020,1,0,0
Nepal,02/08/2020,1,0,0
Spain,02/08/2020,1,0,0
SriLanka,02/08/2020,1,0,1
Sweden,02/08/2020,1,0,0
China,02/09/2020,39790,904,3218
Singapore,02/09/2020,40,0,2
Thailand,02/09/2020,32,0,10
HongKong,02/09/2020,29,1,0
RepublicofKorea,02/09/2020,25,0,3
Japan,02/09/2020,24,0,1
Taiwan,02/09/2020,18,0,1
Malaysia,02/09/2020,16,0,1
Australia,02/09/2020,15,0,2
Germany,02/09/2020,14,0,0
UnitedKingdom,02/09/2020,14,0,0
Vietnam,02/09/2020,13,0,1
France,02/09/2020,11,0,0
US,02/09/2020,11,0,3
Macao,02/09/2020,10,0,1
Canada,02/09/2020,7,0,0
UnitedArabEmirates,02/09/2020,7,0,0
India,02/09/2020,3,0,0
Italy,02/09/2020,3,0,0
Philippines,02/09/2020,3,1,0
Russia,02/09/2020,2,0,0
Spain,02/09/2020,2,0,0
Belgium,02/09/2020,1,0,0
Cambodia,02/09/2020,1,0,0
Finland,02/09/2020,1,0,0
Nepal,02/09/2020,1,0,0
SriLanka,02/09/2020,1,0,1
Sweden,02/09/2020,1,0,0
China,02/10/2020,42306,1011,3917
Singapore,02/10/2020,45,0,2
HongKong,02/10/2020,38,1,0
Thailand,02/10/2020,32,0,10
RepublicofKorea,02/10/2020,27,0,3
Japan,02/10/2020,26,0,4
Malaysia,02/10/2020,18,0,1
Taiwan,02/10/2020,18,0,1
Australia,02/10/2020,15,0,2
Germany,02/10/2020,14,0,0
UnitedKingdom,02/10/2020,14,0,0
Vietnam,02/10/2020,14,0,1
France,02/10/2020,11,0,0
US,02/10/2020,11,0,3
Macao,02/10/2020,10,0,1
UnitedArabEmirates,02/10/2020,8,0,0
Canada,02/10/2020,7,0,0
India,02/10/2020,3,0,0
Italy,02/10/2020,3,0,0
Philippines,02/10/2020,3,1,0
Russia,02/10/2020,2,0,0
Spain,02/10/2020,2,0,0
Belgium,02/10/2020,1,0,0
Cambodia,02/10/2020,1,0,0
Finland,02/10/2020,1,0,0
Nepal,02/10/2020,1,0,0
SriLanka,02/10/2020,1,0,1
Sweden,02/10/2020,1,0,0
China,02/11/2020,44327,1111,4635
HongKong,02/11/2020,49,1,0
Singapore,02/11/2020,47,0,9
Thailand,02/11/2020,33,0,10
RepublicofKorea,02/11/2020,28,0,3
Japan,02/11/2020,27,0,9
Malaysia,02/11/2020,18,0,3
Taiwan,02/11/2020,18,0,1
Germany,02/11/2020,16,0,0
Australia,02/11/2020,15,0,2
UnitedKingdom,02/11/2020,15,0,0
Vietnam,02/11/2020,15,0,6
US,02/11/2020,12,0,3
France,02/11/2020,11,0,0
Macao,02/11/2020,10,0,1
UnitedArabEmirates,02/11/2020,8,0,0
Canada,02/11/2020,7,0,0
India,02/11/2020,3,0,0
Italy,02/11/2020,3,0,0
Philippines,02/11/2020,3,1,0
Russia,02/11/2020,2,0,0
Spain,02/11/2020,2,0,0
Belgium,02/11/2020,1,0,0
Cambodia,02/11/2020,1,0,0
Finland,02/11/2020,1,0,0
Nepal,02/11/2020,1,0,0
SriLanka,02/11/2020,1,0,1
Sweden,02/11/2020,1,0,0
China,02/12/2020,44699,1116,5079
HongKong,02/12/2020,50,1,1
Singapore,02/12/2020,50,0,15
Thailand,02/12/2020,33,0,10
Japan,02/12/2020,28,0,9
RepublicofKorea,02/12/2020,28,0,7
Malaysia,02/12/2020,18,0,3
Taiwan,02/12/2020,18,0,1
Germany,02/12/2020,16,0,0
UnitedKingdom,02/12/2020,16,0,1
Australia,02/12/2020,15,0,2
Vietnam,02/12/2020,15,0,6
US,02/12/2020,12,0,3
France,02/12/2020,11,0,2
Macao,02/12/2020,10,0,2
UnitedArabEmirates,02/12/2020,8,0,1
Canada,02/12/2020,7,0,1
India,02/12/2020,3,0,0
Italy,02/12/2020,3,0,0
Philippines,02/12/2020,3,1,1
Russia,02/12/2020,2,0,2
Spain,02/12/2020,2,0,0
Belgium,02/12/2020,1,0,0
Cambodia,02/12/2020,1,0,1
Finland,02/12/2020,1,0,1
Nepal,02/12/2020,1,0,1
SriLanka,02/12/2020,1,0,1
Sweden,02/12/2020,1,0,0
China,2/13/2020,59832,1368,6213
Singapore,2/13/2020,58,0,15
HongKong,2/13/2020,53,1,1
Japan,2/13/2020,33,1,9
Thailand,2/13/2020,33,0,12
RepublicofKorea,2/13/2020,28,0,7
Malaysia,2/13/2020,19,0,3
Taiwan,2/13/2020,18,0,1
UnitedKingdom,2/13/2020,17,0,1
Germany,2/13/2020,16,0,1
Vietnam,2/13/2020,16,0,7
Australia,2/13/2020,15,0,8
US,2/13/2020,13,0,3
France,2/13/2020,11,0,2
Macao,2/13/2020,10,0,3
UnitedArabEmirates,2/13/2020,8,0,1
Canada,2/13/2020,7,0,1
India,2/13/2020,3,0,0
Italy,2/13/2020,3,0,0
Philippines,2/13/2020,3,1,1
Russia,2/13/2020,2,0,2
Spain,2/13/2020,2,0,0
Belgium,2/13/2020,1,0,0
Cambodia,2/13/2020,1,0,1
Finland,2/13/2020,1,0,1
Nepal,2/13/2020,1,0,1
SriLanka,2/13/2020,1,0,1
Sweden,2/13/2020,1,0,0
China,2/14/2020,66292,1520,7973
Singapore,2/14/2020,67,0,17
HongKong,2/14/2020,56,1,1
Japan,2/14/2020,43,1,9
Thailand,2/14/2020,33,0,12
RepublicofKorea,2/14/2020,28,0,7
Malaysia,2/14/2020,19,0,3
Taiwan,2/14/2020,18,0,2
UnitedKingdom,2/14/2020,18,0,1
Germany,2/14/2020,16,0,1
Vietnam,2/14/2020,16,0,7
Australia,2/14/2020,15,0,8
US,2/14/2020,13,0,3
France,2/14/2020,11,0,2
Macao,2/14/2020,10,0,3
UnitedArabEmirates,2/14/2020,8,0,1
Canada,2/14/2020,7,0,1
India,2/14/2020,3,0,0
Italy,2/14/2020,3,0,0
Philippines,2/14/2020,3,1,1
Russia,2/14/2020,2,0,2
Spain,2/14/2020,2,0,0
Belgium,2/14/2020,1,0,0
Cambodia,2/14/2020,1,0,1
Egypt,2/14/2020,1,0,0
Finland,2/14/2020,1,0,1
Nepal,2/14/2020,1,0,1
SriLanka,2/14/2020,1,0,1
Sweden,2/14/2020,1,0,0
China,2/15/2020,68347,1662,9294
Singapore,2/15/2020,72,0,18
HongKong,2/15/2020,56,1,1
Japan,2/15/2020,54,1,12
Thailand,2/15/2020,33,0,12
RepublicofKorea,2/15/2020,28,0,9
Malaysia,2/15/2020,22,0,7
Taiwan,2/15/2020,18,0,2
UnitedKingdom,2/15/2020,18,0,1
Germany,2/15/2020,16,0,1
Vietnam,2/15/2020,16,0,7
Australia,2/15/2020,15,0,8
US,2/15/2020,13,0,3
France,2/15/2020,12,1,4
Macao,2/15/2020,10,0,3
UnitedArabEmirates,2/15/2020,8,0,3
Canada,2/15/2020,7,0,1
India,2/15/2020,3,0,0
Italy,2/15/2020,3,0,0
Philippines,2/15/2020,3,1,1
Russia,2/15/2020,2,0,2
Spain,2/15/2020,2,0,2
Belgium,2/15/2020,1,0,0
Cambodia,2/15/2020,1,0,1
Egypt,2/15/2020,1,0,0
Finland,2/15/2020,1,0,1
Nepal,2/15/2020,1,0,1
SriLanka,2/15/2020,1,0,1
Sweden,2/15/2020,1,0,0
China,2/16/2020,70446,1765,10748
Singapore,2/16/2020,75,0,18
Japan,2/16/2020,60,1,12
HongKong,2/16/2020,57,1,2
Thailand,2/16/2020,34,0,14
RepublicofKorea,2/16/2020,29,0,9
Malaysia,2/16/2020,22,0,7
Taiwan,2/16/2020,20,1,2
UnitedKingdom,2/16/2020,18,0,8
Germany,2/16/2020,16,0,1
Vietnam,2/16/2020,16,0,7
Australia,2/16/2020,15,0,8
US,2/16/2020,13,0,3
France,2/16/2020,12,1,4
Macao,2/16/2020,10,0,5
UnitedArabEmirates,2/16/2020,9,0,4
Canada,2/16/2020,7,0,1
India,2/16/2020,3,0,3
Italy,2/16/2020,3,0,0
Philippines,2/16/2020,3,1,1
Russia,2/16/2020,2,0,2
Spain,2/16/2020,2,0,2
Belgium,2/16/2020,1,0,0
Cambodia,2/16/2020,1,0,1
Egypt,2/16/2020,1,0,0
Finland,2/16/2020,1,0,1
Nepal,2/16/2020,1,0,1
SriLanka,2/16/2020,1,0,1
Sweden,2/16/2020,1,0,0
China,2/17/2020,72364,1863,12455
Singapore,2/17/2020,77,0,24
Japan,2/17/2020,67,1,12
HongKong,2/17/2020,60,1,2
Thailand,2/17/2020,35,0,15
RepublicofKorea,2/17/2020,30,0,10
Malaysia,2/17/2020,22,0,7
Taiwan,2/17/2020,22,1,2
UnitedKingdom,2/17/2020,19,0,8
Germany,2/17/2020,16,0,1
Vietnam,2/17/2020,16,0,7
Australia,2/17/2020,15,0,10
US,2/17/2020,13,0,3
France,2/17/2020,12,1,4
Macao,2/17/2020,10,0,5
UnitedArabEmirates,2/17/2020,9,0,4
Canada,2/17/2020,8,0,1
India,2/17/2020,3,0,3
Italy,2/17/2020,3,0,0
Philippines,2/17/2020,3,1,1
Russia,2/17/2020,2,0,2
Spain,2/17/2020,2,0,2
Belgium,2/17/2020,1,0,1
Cambodia,2/17/2020,1,0,1
Egypt,2/17/2020,1,0,0
Finland,2/17/2020,1,0,1
Nepal,2/17/2020,1,0,1
SriLanka,2/17/2020,1,0,1
Sweden,2/17/2020,1,0,0
China,2/18/2020,74139,2002,14199
Singapore,2/18/2020,81,0,29
Japan,2/18/2020,79,2,13
HongKong,2/18/2020,62,1,2
Thailand,2/18/2020,35,0,15
RepublicofKorea,2/18/2020,31,0,12
Malaysia,2/18/2020,22,0,13
Taiwan,2/18/2020,22,1,2
UnitedKingdom,2/18/2020,19,0,8
Germany,2/18/2020,16,0,12
Vietnam,2/18/2020,16,0,7
Australia,2/18/2020,15,0,10
US,2/18/2020,13,0,3
France,2/18/2020,12,1,4
Macao,2/18/2020,10,0,5
UnitedArabEmirates,2/18/2020,9,0,4
Canada,2/18/2020,8,0,1
India,2/18/2020,3,0,3
Italy,2/18/2020,3,0,0
Philippines,2/18/2020,3,1,1
Russia,2/18/2020,2,0,2
Spain,2/18/2020,2,0,2
Belgium,2/18/2020,1,0,1
Cambodia,2/18/2020,1,0,1
Egypt,2/18/2020,1,0,0
Finland,2/18/2020,1,0,1
Nepal,2/18/2020,1,0,1
SriLanka,2/18/2020,1,0,1
Sweden,2/18/2020,1,0,0
China,2/19/2020,74546,2114,15952
Japan,2/19/2020,85,2,18
Singapore,2/19/2020,84,0,34
HongKong,2/19/2020,63,2,5
Thailand,2/19/2020,35,0,15
RepublicofKorea,2/19/2020,31,0,12
Taiwan,2/19/2020,23,1,2
Malaysia,2/19/2020,22,0,15
UnitedKingdom,2/19/2020,20,0,8
Germany,2/19/2020,16,0,12
Vietnam,2/19/2020,16,0,7
Australia,2/19/2020,15,0,10
US,2/19/2020,13,0,3
France,2/19/2020,12,1,4
Macao,2/19/2020,10,0,5
UnitedArabEmirates,2/19/2020,9,0,4
Canada,2/19/2020,8,0,1
India,2/19/2020,3,0,3
Italy,2/19/2020,3,0,0
Philippines,2/19/2020,3,1,1
Iran,2/19/2020,2,2,0
Russia,2/19/2020,2,0,2
Spain,2/19/2020,2,0,2
Belgium,2/19/2020,1,0,1
Cambodia,2/19/2020,1,0,1
Egypt,2/19/2020,1,0,0
Finland,2/19/2020,1,0,1
Nepal,2/19/2020,1,0,1
SriLanka,2/19/2020,1,0,1
Sweden,2/19/2020,1,0,0
China,2/20/2020,74999,2236,18002
RepublicofKorea,2/20/2020,104,1,16
Japan,2/20/2020,95,2,18
Singapore,2/20/2020,84,0,34
HongKong,2/20/2020,68,2,6
Thailand,2/20/2020,35,0,15
Taiwan,2/20/2020,24,1,2
Malaysia,2/20/2020,22,0,15
UnitedKingdom,2/20/2020,22,0,8
Germany,2/20/2020,16,0,12
Vietnam,2/20/2020,16,0,7
Australia,2/20/2020,15,0,10
US,2/20/2020,13,0,3
France,2/20/2020,12,1,4
Macao,2/20/2020,10,0,6
UnitedArabEmirates,2/20/2020,9,0,4
Canada,2/20/2020,8,0,1
Iran,2/20/2020,5,2,0
India,2/20/2020,3,0,3
Italy,2/20/2020,3,0,0
Philippines,2/20/2020,3,1,1
Russia,2/20/2020,2,0,2
Spain,2/20/2020,2,0,2
Belgium,2/20/2020,1,0,1
Cambodia,2/20/2020,1,0,1
Egypt,2/20/2020,1,0,0
Finland,2/20/2020,1,0,1
Nepal,2/20/2020,1,0,1
SriLanka,2/20/2020,1,0,1
Sweden,2/20/2020,1,0,0
China,2/21/2020,75472,2236,18693
RepublicofKorea,2/21/2020,204,2,16
Japan,2/21/2020,112,2,22
Singapore,2/21/2020,85,0,37
HongKong,2/21/2020,68,2,5
Thailand,2/21/2020,35,0,17
Taiwan,2/21/2020,26,1,2
UnitedKingdom,2/21/2020,23,0,8
Malaysia,2/21/2020,22,0,15
Italy,2/21/2020,20,1,0
Iran,2/21/2020,18,4,0
Germany,2/21/2020,16,0,14
Vietnam,2/21/2020,16,0,14
Australia,2/21/2020,15,0,11
US,2/21/2020,15,0,5
France,2/21/2020,12,1,4
Macao,2/21/2020,10,0,6
Canada,2/21/2020,9,0,3
UnitedArabEmirates,2/21/2020,9,0,4
India,2/21/2020,3,0,3
Philippines,2/21/2020,3,1,1
Russia,2/21/2020,2,0,2
Spain,2/21/2020,2,0,2
Belgium,2/21/2020,1,0,1
Cambodia,2/21/2020,1,0,1
Egypt,2/21/2020,1,0,0
Finland,2/21/2020,1,0,1
Israel,2/21/2020,1,0,0
Lebanon,2/21/2020,1,0,0
Nepal,2/21/2020,1,0,1
SriLanka,2/21/2020,1,0,1
Sweden,2/21/2020,1,0,0
China,2/22/2020,76922,2441,22687
RepublicofKorea,2/22/2020,433,2,16
Japan,2/22/2020,137,2,22
Singapore,2/22/2020,85,0,37
HongKong,2/22/2020,69,2,6
Italy,2/22/2020,62,2,1
Thailand,2/22/2020,35,0,17
Iran,2/22/2020,28,5,0
Taiwan,2/22/2020,26,1,2
UnitedKingdom,2/22/2020,23,0,8
Malaysia,2/22/2020,22,0,15
Germany,2/22/2020,16,0,14
Vietnam,2/22/2020,16,0,14
Australia,2/22/2020,15,0,11
US,2/22/2020,15,0,5
UnitedArabEmirates,2/22/2020,13,0,4
France,2/22/2020,12,1,4
Macao,2/22/2020,10,0,6
Canada,2/22/2020,9,0,3
India,2/22/2020,3,0,3
Philippines,2/22/2020,3,1,1
